"","Gene_id","Variant","areaFC","MeanRedPercent","Percent_12B","area_12B","rel_12B","state_12B","category_12B","Percent_10G","area_10G","rel_10G","state_10G","category_10G","Gene_name","Annot","TransDif","Dif_state"
"30","PF3D7_0714900",FALSE,1.15309368997529,28.9295263559969,39.8204736440031,25.4691417052106,"max","Active_FC_Dif_noRNASeq_max","Active",28.3995416348357,20.8474119492189,"mid","Active_FC_Dif_noRNASeq_mid","Active","null","tRNA Serine",FALSE,FALSE
"31","PF3D7_0715700",FALSE,1.29835314403398,18.2820855614973,19.4614209320092,23.1471871152273,"min","Active_FC","Active",20.5691367456073,40.0409771794175,"max","Active_FC","Active","null","conserved protein, unknown function",TRUE,FALSE
"32","PF3D7_0800800",TRUE,2.68562301878393,10.9195951107716,20.8747135217723,55.3286008824743,"max","Var_Repressed_FC_noredpcnt","Var_Repressed",8.15508021390374,44.5845941597798,"max","Var_Repressed_FC_noredpcnt","Var_Repressed","null","Plasmodium exported protein (hyp7), unknown function",TRUE,FALSE
"33","PF3D7_0800900",TRUE,1.62005208161738,6.90889992360581,8.72803666921314,29.5531807043378,"mid","Var_Repressed_FC_noredpcnt","Var_Repressed",3.49503437738732,15.7274311679434,"min","Var_Repressed_FC_noredpcnt","Var_Repressed","null","Plasmodium exported protein (hyp7), unknown function, pseudogene",TRUE,FALSE
"34","PF3D7_0808900",TRUE,3.60967385601452,7.20970206264324,22.0779220779221,54.2943690045375,"max","Var_Repressed_FC_noredpcnt","Var_Repressed",1.16501145912911,5.74425564114221,"min","Var_Repressed_FC_noredpcnt","Var_Repressed","RIF","rifin",TRUE,FALSE
"35","PF3D7_0827200",FALSE,1.22676112589756,9.62089381207028,10.2368220015279,16.8104788437846,"min","Inactive_FC","Inactive",10.2559205500382,29.8633918049062,"max","Inactive_FC","Inactive","null","conserved Plasmodium protein, unknown function",TRUE,FALSE
"36","PF3D7_0901300",TRUE,1.04164564037998,19.8099694423224,26.9480519480519,7.0030992287428,"min","Var_Repressed_FC","Var_Repressed",24.8281130634072,6.75875707527484,"min","Var_Repressed_FC_noredpcnt","Var_Repressed","RIF","rifin",FALSE,FALSE
"37","PF3D7_0902200",FALSE,1.41186028268999,49.2599312452254,49.5798319327731,31.0812967279779,"mid","Active_FC_Dif_mid","Active",37.6050420168067,25.5715115391706,"min","Inactive_FC_Dif_min","Inactive","FIKK9.3","serine/threonine protein kinase, FIKK family",FALSE,TRUE
"38","PF3D7_0930000",FALSE,2.64698566344772,7.4818563789152,10.790679908327,39.4450551832156,"max","Inactive_FC","Inactive",7.31474407944996,8.95091418825196,"min","Inactive_FC","Inactive","null","procollagen lysine 5-dioxygenase, putative",TRUE,FALSE
"39","PF3D7_0936600",TRUE,1.01164187999662,90.0448815889992,89.4003055767762,33.6025082076986,"max","Var_Active_FC","Var_Active",89.3239113827349,28.3616508767153,"mid","Var_Semiactive_FC","Var_Semiactive","GEXP5","gametocyte exported protein 5",FALSE,TRUE
"40","PF3D7_0937600",TRUE,1.01206144025184,35.3418640183346,27.6546982429335,18.0016495284778,"mid","Var_Semiactive_FC","Var_Semiactive",27.196333078686,16.3932696081388,"min","Var_Repressed_FC","Var_Repressed","VAR","erythrocyte membrane protein 1, PfEMP1",FALSE,TRUE
"41","PF3D7_0937800",TRUE,2.27886896023734,6.22612681436211,3.11306340718105,27.1554812434519,"mid","Var_Repressed_FC_noredpcnt","Var_Repressed",7.98319327731092,45.9259012631252,"max","Var_Repressed_FC_noredpcnt","Var_Repressed","VAR","erythrocyte membrane protein 1, PfEMP1",TRUE,FALSE
"42","PF3D7_1011200",FALSE,1.17345983309314,43.1627196333079,27.4064171122995,21.1459978535289,"max","Active_FC_Dif_max","Active",39.3048128342246,14.937815122406,"mid","Active_FC_Dif_mid","Active","BET1","BET1-like protein, putative, unspecified product",FALSE,FALSE
"43","PF3D7_1100100",TRUE,1.67523409717455,7.87337662337662,7.33384262796028,36.8545378161337,"max","Var_Repressed_FC_noredpcnt","Var_Repressed",5.23300229182582,25.9267811386851,"mid","Var_Repressed_FC_noredpcnt","Var_Repressed","VAR","erythrocyte membrane protein 1, PfEMP1",TRUE,FALSE
"44","PF3D7_1100300",TRUE,3.79435869250069,5.33565699006875,1.84300993124523,24.7668098082648,"min","Var_Repressed_FC_noredpcnt","Var_Repressed",6.13063407181054,57.3077954173408,"max","Var_Repressed_FC_noredpcnt","Var_Repressed","RIF","rifin",TRUE,FALSE
"45","PF3D7_1100500",TRUE,3.36710188259111,36.3684110007639,6.81818181818182,36.5417319368578,"min","Var_Repressed_FC_noredpcnt","Var_Repressed",23.0137509549274,81.8292522577082,"max","Var_Repressed_FC_noredpcnt","Var_Repressed","RIF","rifin",TRUE,FALSE
"46","PF3D7_1102200",TRUE,2.49748907102995,32.3099694423224,3.95339954163484,14.4004691317257,"min","Var_Repressed_FC_noredpcnt","Var_Repressed",13.7318563789152,47.9916971370785,"max","Var_Repressed_FC_noredpcnt","Var_Repressed","null","DnaJ protein, putative",TRUE,FALSE
"47","PF3D7_1144000",FALSE,1.70824730295047,54.7841864018335,45.9320091673033,21.5764595585558,"mid","Active_FC_Dif_mid","Active",39.3812070282659,13.5129370055162,"min","Inactive_FC_Dif_min","Inactive","RPS21","40S ribosomal protein S21",FALSE,TRUE
"48","PF3D7_1149600",TRUE,1.88414049271842,64.5960656990069,50.1336898395722,48.1684680872978,"mid","Var_Semiactive_FC","Var_Semiactive",71.0084033613445,62.5371144669539,"max","Var_Active_FC","Var_Active","null","DnaJ protein, putative",TRUE,TRUE
"49","PF3D7_1200100",TRUE,2.76088566733033,7.96409472880061,4.25897631779985,29.7841232413254,"mid","Var_Repressed_FC_noredpcnt","Var_Repressed",8.49885408708938,43.9445317884781,"max","Var_Repressed_FC_noredpcnt","Var_Repressed","VAR","erythrocyte membrane protein 1, PfEMP1",TRUE,FALSE
"50","PF3D7_1200500",TRUE,1.29424564425174,32.3672650878533,29.1634835752483,17.661254244369,"min","Var_Repressed_FC","Var_Repressed",24.9618029029794,19.2011480235635,"mid","Var_Repressed_FC_noredpcnt","Var_Repressed","RIF","rifin",FALSE,FALSE
"51","PF3D7_1220700",TRUE,1.87033476555905,6.43621084797555,5.13750954927426,13.0188525607132,"min","Var_Repressed_FC_noredpcnt","Var_Repressed",10.1795263559969,33.0933023912932,"max","Var_Repressed_FC_noredpcnt","Var_Repressed","null","conserved Plasmodium protein, unknown function",TRUE,FALSE
"52","PF3D7_1240100",TRUE,2.09844772735234,78.0414438502674,44.1176470588235,35.766269115324,"min","Var_Repressed_FC","Var_Repressed",95.8938120702827,63.990391048213,"max","Var_Active_FC","Var_Active","ETRAMP12","early transcribed membrane protein 12",TRUE,TRUE
"53","PF3D7_1255200",TRUE,2.56860319007298,7.25744843391902,3.80061115355233,35.7955539361461,"mid","Var_Repressed_FC_noredpcnt","Var_Repressed",8.44155844155844,50.9080395672474,"max","Var_Repressed_FC_noredpcnt","Var_Repressed","VAR","erythrocyte membrane protein 1, PfEMP1",TRUE,FALSE
"54","PF3D7_1300200",TRUE,3.63885144266273,9.49675324675325,25.362872421696,57.5607976781235,"max","Var_Active_FC","Var_Active",0.439266615737204,8.61824577430978,"min","Var_Repressed_FC_noredpcnt","Var_Repressed","RIF","rifin",TRUE,TRUE
"55","PF3D7_1300500",TRUE,1.66924883233375,9.88349885408709,13.9228418640183,30.1745195093245,"max","Var_Repressed_FC_noredpcnt","Var_Repressed",5.72956455309396,19.5494737996395,"mid","Var_Repressed_FC_noredpcnt","Var_Repressed","RIF","rifin",TRUE,FALSE
"56","PF3D7_1301500",TRUE,3.98504485684351,14.5960656990069,13.2734912146677,82.6029777442937,"max","Var_Repressed_FC_noredpcnt","Var_Repressed",0.439266615737204,29.0041244197485,"min","Var_Repressed_FC_noredpcnt","Var_Repressed","null","Plasmodium exported protein (PHISTa), unknown function",TRUE,FALSE
"57","PF3D7_1301600",TRUE,3.90138165102442,77.5496562261268,16.3292589763178,15.0035502019374,"min","Var_Repressed_FC_noredpcnt","Var_Repressed",98.1665393430099,59.1468134496692,"max","Var_Active_FC","Var_Active","EBA140","erythrocyte binding antigen-140",TRUE,TRUE
"58","PF3D7_1301700",TRUE,2.91429444003841,83.9094728800611,50.3819709702063,43.3083621391163,"min","Var_Repressed_FC","Var_Repressed",98.0710466004584,82.5056223576329,"max","Var_Active_FC","Var_Active","CBP2","CX3CL1-binding protein 2",TRUE,TRUE
"59","PF3D7_1319900",FALSE,2.18551068403394,6.32639419404125,5.42398777692895,22.812189397178,"mid","Inactive_FC","Inactive",7.84950343773873,39.7861244936229,"max","Inactive_FC","Inactive","null","conserved Plasmodium protein, unknown function",TRUE,FALSE
"60","PF3D7_1322900",FALSE,1.87835358889917,17.2077922077922,19.1940412528648,5.47581814874999,"min","Inactive_FC","Inactive",19.7288006111536,29.3287916838693,"max","Inactive_FC","Inactive","null","conserved protein, unknown function",TRUE,FALSE
"61","PF3D7_1341000",FALSE,1.95575122255149,12.2373949579832,10.5805958747135,37.1058555969504,"max","Inactive_FC","Inactive",10.6187929717341,27.9792858720995,"mid","Inactive_FC","Inactive","null","tRNA Arginine",TRUE,FALSE
"62","PF3D7_1372000",TRUE,1.16414392676187,48.109243697479,48.3384262796027,44.9062480579015,"mid","Var_Semiactive_FC","Var_Semiactive",26.890756302521,35.3189481420869,"min","Var_Repressed_FC","Var_Repressed","null","Plasmodium exported protein (PHISTa), unknown function",FALSE,TRUE
"63","PF3D7_1373500",TRUE,3.03882679066081,12.7912528647823,11.9938884644767,40.9160375989556,"max","Var_Repressed_FC_noredpcnt","Var_Repressed",30.1566080977846,50.5409139025816,"max","Var_Active_FC","Var_Active","VAR","erythrocyte membrane protein 1, PfEMP1",FALSE,TRUE
"64","PF3D7_1400200",TRUE,1.47162611958377,32.0998854087089,46.6768525592055,11.5311225552199,"mid","Var_Semiactive_FC","Var_Semiactive",33.842627960275,8.68694333867775,"min","Var_Repressed_FC","Var_Repressed","RIF","rifin",FALSE,TRUE
"65","PF3D7_1444100",FALSE,0.999709248056877,32.2001527883881,38.1779984721161,1.8153348337515,"min","Inactive","Inactive",33.6707410236822,15.2614242201165,"max","Inactive","Inactive","null","conserved Plasmodium protein, unknown function",TRUE,FALSE
"66","PF3D7_1478000",TRUE,1.83431086370357,29.5979755538579,30.9396485867074,41.9090919879877,"mid","Var_Semiactive_FC","Var_Semiactive",19.8242933537051,39.4868325600077,"min","Var_Repressed_FC_noredpcnt","Var_Repressed","GEXP17","Plasmodium exported protein (PHISTa), unknown function",FALSE,TRUE
"67","PF3D7_API00900",FALSE,1.24183284000658,39.209320091673,31.8945760122231,24.9684201595307,"max","Active_FC_Dif_noRNASeq_max","Active",28.7051184110008,17.973306615864,"mid","Active_FC_Dif_noRNASeq_mid","Active","null","tRNA Aspartic acid",FALSE,FALSE
"68","PF3D7_API01100",FALSE,1.42134176646502,25.4965622612681,29.4690603514133,30.4227823738425,"min","Inactive_FC","Inactive",25.8785332314744,31.3101618011041,"min","Inactive_FC","Inactive","null","tRNA Glutamic acid",TRUE,FALSE
